S_time,W_time,R_time,Processors,id,type,Max_resource,Min_resource,Total_cost
11020169,3,7874,256,23557,2,320,231,2015744
11023040,3,72,32,23558,2,40,29,2304
11023138,5,433,32,23559,2,40,29,13856
11023661,5,629,32,23560,1,32,32,20128
11024102,3,25,32,23561,1,32,32,800
11024408,2,16,32,23562,1,32,32,512
11024664,4,36,32,23563,1,32,32,1152
11024939,3,32,32,23564,2,40,29,1024
11025157,3,35029,32,23565,2,40,29,1120928
11025240,3,3900,32,23566,2,40,29,124800
11025574,3,2377,32,23567,2,40,29,76064
11026429,10,6611,128,23568,2,160,116,846208
11026704,42263,1990,32,23569,2,40,29,63680
11026841,8,69,64,23570,2,80,58,4416
11027517,13794,3980,512,23571,2,640,461,2037760
11028049,15,395,32,23572,2,40,29,12640
11028124,19,1176,32,23573,2,40,29,37632
11031117,33,116,64,23574,2,80,58,7424
11031503,29,86,64,23575,2,80,58,5504
11031700,3,1177,64,23576,2,80,58,75328
11032725,38,310,64,23577,2,80,58,19840
11033279,92,1473,32,23578,2,40,29,47136
11035999,3,4058,64,23579,1,64,64,259712
11037942,4,25,32,23580,2,40,29,800
11068937,0,1716,32,23581,2,40,29,54912
11069119,3,2220,512,23582,2,640,461,1136640
11069645,3,1315,32,23583,2,40,29,42080
11069736,3,1602,32,23584,2,40,29,51264
11069745,3,1626,64,23585,2,80,58,104064
11069969,2,338,64,23586,2,80,58,21632
11070132,3,58,32,23587,2,40,29,1856
11070199,3,1431,32,23588,2,40,29,45792
11070382,3,1249,64,23589,2,80,58,79936
11070619,36,102,32,23590,2,40,29,3264
11071092,3,54,64,23591,2,80,58,3456
11071126,3,212,64,23592,2,80,58,13568
11071416,10078,5992,128,23593,2,160,116,766976
11071851,0,591,32,23594,2,40,29,18912
11072110,9392,329,32,23595,2,40,29,10528
11072117,9431,9913,64,23596,2,80,58,634432
11072442,0,8730,32,23597,1,32,32,279360
11072873,8646,27,32,23598,2,40,29,864
11072902,0,8270,32,23599,2,40,29,264640
11073100,0,8071,32,23600,2,40,29,258272
11073116,0,8055,32,23601,2,40,29,257760
11074838,6691,1469,64,23602,2,80,58,94016
11075308,6231,258,32,23603,1,32,32,8256
11075689,5863,29,32,23604,1,32,32,928
11077425,4138,23,32,23605,1,32,32,736
11078304,3268,16,32,23606,2,40,29,512
11080047,1536,45,32,23607,2,40,29,1440
11081610,4,5858,32,23608,2,40,29,187456
11081690,2,269,128,23609,1,128,128,34432
11081755,3,28,32,23610,2,40,29,896
11081822,5,184,32,23611,2,40,29,5888
11082205,6,3632,128,23612,2,160,116,464896
11082300,4,39,32,23613,2,40,29,1248
11082362,3,162,32,23614,2,40,29,5184
11082402,3,119,128,23615,2,160,116,15232
11082466,4,6398,512,23616,2,640,461,3275776
11082515,4,6138,256,23617,2,320,231,1571328
11082918,4,8604,32,23618,2,40,29,275328
11082937,5,3329,64,23619,2,80,58,213056
11082952,4,1282,32,23620,2,40,29,41024
11082987,13,331,64,23621,2,80,58,21184
11083152,5,132,128,23622,2,160,116,16896
11083292,3,57,64,23623,2,80,58,3648
11083333,6,118,128,23624,2,160,116,15104
11083418,4,4322,32,23625,2,40,29,138304
11083463,3,40,128,23626,2,160,116,5120
11083469,6,52,32,23627,2,40,29,1664
11083585,5,4256,32,23628,2,40,29,136192
11083608,2,38,128,23629,2,160,116,4864
11083696,8,70,32,23630,2,40,29,2240
11083708,3,813,32,23631,1,32,32,26016
11083983,9,23,32,23632,1,32,32,736
11084065,4,38,32,23633,2,40,29,1216
11084110,8,132,32,23634,1,32,32,4224
11084280,4,24,32,23635,1,32,32,768
11084300,4,27,32,23636,1,32,32,864
11084567,4,16,32,23637,1,32,32,512
11084690,3,13,32,23638,2,40,29,416
11084722,4,795,32,23639,1,32,32,25440
11084869,5,32,32,23640,1,32,32,1024
11084945,5,12,32,23641,2,40,29,384
11085042,11303,1666,512,23642,2,640,461,852992
11085108,6,170,32,23643,2,40,29,5440
11085142,18,263,128,23644,2,160,116,33664
11085454,4,39,128,23645,2,160,116,4992
11085499,2,669,128,23646,2,160,116,85632
11085553,3,759,128,23647,2,160,116,97152
11085627,0,83,32,23648,2,40,29,2656
11085702,10,914,32,23649,2,40,29,29248
11085717,9,132,32,23650,2,40,29,4224
11085730,3,3134,32,23651,1,32,32,100288
11085918,6,5,32,23652,2,40,29,160
11086024,8,907,32,23653,1,32,32,29024
11086070,7,19,32,23654,2,40,29,608
11086100,4,880,32,23655,2,40,29,28160
11086247,0,2620,64,23656,2,80,58,167680
11086248,0,378,32,23657,2,40,29,12096
11086271,0,839,128,23658,1,128,128,107392
11086614,0,27,32,23659,2,40,29,864
11086614,0,150,32,23660,2,40,29,4800
11086638,4,53,64,23661,2,80,58,3392
11086814,0,657,32,23662,2,40,29,21024
11087082,4,175,32,23663,2,40,29,5600
11087195,3,585,128,23664,2,160,116,74880
11087209,3,1657,64,23665,2,80,58,106048
11087268,8,4251,32,23666,2,40,29,136032
11087330,8651,361,512,23667,2,640,461,184832
11087493,5,1370,128,23668,2,160,116,175360
11087757,4,3848,32,23669,2,40,29,123136
11088043,2,3362,128,23670,2,160,116,430336
11088517,6,38,32,23671,2,40,29,1216
11088650,9365,406,512,23672,2,640,461,207872
11089179,6806,4368,128,23673,2,160,116,559104
11089670,6321,2888,32,23674,2,40,29,92416
11091766,4232,4494,32,23675,2,40,29,143808
11091771,2907,1677,64,23676,2,80,58,107328
11093514,0,2251,32,23677,2,40,29,72032
11093522,179649,166,512,23678,2,640,461,84992
11093525,0,1346,32,23679,2,40,29,43072
11093678,0,1676,64,23680,2,80,58,107264
11093744,0,1197,128,23681,2,160,116,153216
11094105,0,1216,128,23682,2,160,116,155648
11094154,0,419,64,23683,1,64,64,26816
11094254,1750,10,32,23684,2,40,29,320
11094817,11135,6459,32,23685,2,40,29,206688
11094830,106122,54344,32,23686,2,40,29,1739008
11094840,17644,34920,32,23687,2,40,29,1117440
11094853,160548,40771,32,23688,2,40,29,1304672
11096039,2,432,128,23689,2,160,116,55296
11096394,0,1647,64,23690,2,80,58,105408
11096515,3,6147,64,23691,2,80,58,393408
11096624,9338,276,256,23692,2,320,231,70656
11096681,5,4895,128,23693,2,160,116,626560
11096701,3,630,128,23694,2,160,116,80640
11096794,6,3321,32,23695,2,40,29,106272
11097167,4,488,32,23696,1,32,32,15616
11097660,4,27,32,23697,2,40,29,864
11097939,6,5299,32,23698,2,40,29,169568
11098046,2,14231,64,23699,2,80,58,910784
11099059,4,292,32,23700,2,40,29,9344
11099410,4,126,32,23701,2,40,29,4032
11099770,3,49,32,23702,2,40,29,1568
11099798,7,943,512,23703,1,512,512,482816
11100074,4,27,32,23704,2,40,29,864
11100358,4,5611,128,23705,2,160,116,718208
11100448,3,69,128,23706,2,160,116,8832
11100528,5,193,128,23707,2,160,116,24704
11100727,22,8666,512,23708,2,640,461,4436992
11100848,9,550,32,23709,2,40,29,17600
11101048,4,46,128,23710,2,160,116,5888
11101493,0,29,64,23711,2,80,58,1856
11101493,2,211,128,23712,2,160,116,27008
11101833,8,212,32,23713,2,40,29,6784
11101856,11,66,128,23714,2,160,116,8448
11101991,4,622,128,23715,2,160,116,79616
11102011,4,283,32,23716,2,40,29,9056
11102201,6831,3181,128,23717,2,160,116,407168
11102223,9,239,32,23718,2,40,29,7648
11102869,7,38,32,23719,2,40,29,1216
11103061,4,546,32,23720,2,40,29,17472
11103176,9,5845,128,23721,2,160,116,748160
11103617,3,138,256,23722,2,320,231,35328
11105170,6,212,256,23723,2,320,231,54272
11105977,43175,3488,128,23724,2,160,116,446464
11106310,6185,22129,512,23725,2,640,461,11330048
11107047,8,5281,32,23726,2,40,29,168992
11112509,79859,62972,512,23727,2,640,461,32241664
11112780,21846,14622,512,23728,2,640,461,7486464
11113203,2,833,32,23729,2,40,29,26656
11114048,17,1706,32,23730,2,40,29,54592
11114794,11,12027,128,23731,2,160,116,1539456
11115858,3,1056,32,23732,2,40,29,33792
11116474,29,175,32,23733,2,40,29,5600
11116678,29,2385,64,23734,2,80,58,152640
11116959,21,3956,32,23735,2,40,29,126592
11117016,63,444,32,23736,2,40,29,14208
11117191,8,81,32,23737,2,40,29,2592
11117311,39,1204,32,23738,2,40,29,38528
11117429,70,88,32,23739,2,40,29,2816
11117684,34,309,32,23740,2,40,29,9888
11118426,40,435,32,23741,2,40,29,13920
11127562,21688,11352,512,23742,2,640,461,5812224
11133643,3,615,64,23743,2,80,58,39360
11150749,3,1210,128,23744,2,160,116,154880
11152644,5,3369,128,23745,2,160,116,431232
11152681,0,3940,64,23746,2,80,58,252160
11152789,143386,42186,32,23747,2,40,29,1349952
11152791,0,754,64,23748,2,80,58,48256
11154267,3,3937,64,23749,2,80,58,251968
11154991,9,1016,32,23750,2,40,29,32512
11156023,5,3398,128,23751,2,160,116,434944
11156074,4,1632,32,23752,2,40,29,52224
11156698,6,6612,256,23753,2,320,231,1692672
11156818,4,808,32,23754,2,40,29,25856
11156874,5,885,32,23755,2,40,29,28320
11157601,4,71,32,23756,2,40,29,2272
11157762,5,56,32,23757,2,40,29,1792
11157843,4,4041,32,23758,2,40,29,129312
11157883,4,66,32,23759,2,40,29,2112
11158269,3,1649,64,23760,2,80,58,105536
11158349,7,65,32,23761,2,40,29,2080
11158477,3,1693,64,23762,2,80,58,108352
11158562,3,3167,32,23763,2,40,29,101344
11158871,5,67,32,23764,2,40,29,2144
11159371,6,173,32,23765,2,40,29,5536
11159656,4,2262,32,23766,2,40,29,72384
11160134,11,3352,64,23767,2,80,58,214528
11160238,3,3503,128,23768,2,160,116,448384
11160727,3,10874,512,23769,2,640,461,5567488
11161087,3,69,32,23770,2,40,29,2208
11161134,5,453,32,23771,2,40,29,14496
11161379,4,349,32,23772,2,40,29,11168
11161388,3,441,64,23773,2,80,58,28224
11161723,5,75,32,23774,2,40,29,2400
11162152,4,9448,64,23775,2,80,58,604672
11162474,11,1510,64,23776,2,80,58,96640
11162493,0,70,64,23777,2,80,58,4480
11162581,0,580,64,23778,2,80,58,37120
11162597,0,563,64,23779,2,80,58,36032
11163062,0,2194,32,23780,1,32,32,70208
11163078,9,27,32,23781,2,40,29,864
11163152,13,60,32,23782,2,40,29,1920
11163187,0,1501,64,23783,2,80,58,96064
11163205,0,1463,64,23784,2,80,58,93632
11163241,0,1998,32,23785,2,40,29,63936
11163325,9,59,32,23786,2,40,29,1888
11163360,5,7981,32,23787,2,40,29,255392
11163424,10,1318,128,23788,2,160,116,168704
11163515,0,8104,64,23789,2,80,58,518656
11163782,8,191,256,23790,2,320,231,48896
11163796,4,95,32,23791,2,40,29,3040
11163836,5,223,128,23792,2,160,116,28544
11163896,3,5450,128,23793,2,160,116,697600
11164180,91226,17762,512,23794,2,640,461,9094144
11164252,4,57,32,23795,1,32,32,1824
11164337,4,37,32,23796,2,40,29,1184
11164655,6,204,128,23797,2,160,116,26112
11164742,15,205,32,23798,2,40,29,6560
11164785,17,114,32,23799,2,40,29,3648
11164861,5,7032,64,23800,2,80,58,450048
11164911,0,6585,64,23801,2,80,58,421440
11164945,0,6551,64,23802,1,64,64,419264
11164967,3,5,128,23803,1,128,128,640
11165095,6,35,32,23804,2,40,29,1120
11165347,5,533,128,23805,1,128,128,68224
11165370,4,36,32,23806,2,40,29,1152
11165405,0,2851,64,23807,2,80,58,182464
11165438,0,2802,64,23808,2,80,58,179328
11165617,0,5905,32,23809,2,40,29,188960
11165634,0,5818,32,23810,2,40,29,186176
11165709,4,65,32,23811,1,32,32,2080
11166602,4,20,32,23812,2,40,29,640
11166746,4,40,32,23813,2,40,29,1280
11166771,3,3012,128,23814,2,160,116,385536
11167243,5,46,32,23815,2,40,29,1472
11168058,7,66,32,23816,2,40,29,2112
11168328,5,40,32,23817,2,40,29,1280
11168447,5,3446,32,23818,2,40,29,110272
11168603,3,40,32,23819,2,40,29,1280
11168812,4,43,32,23820,2,40,29,1376
11169026,4,40,32,23821,2,40,29,1280
11169260,9,41,32,23822,2,40,29,1312
11169326,4,401,32,23823,2,40,29,12832
11169356,3,2244,128,23824,2,160,116,287232
11169438,4,70,32,23825,2,40,29,2240
11169649,4,77,32,23826,2,40,29,2464
11169922,6,42,32,23827,2,40,29,1344
11170167,6,46,32,23828,2,40,29,1472
11170183,10,710,128,23829,2,160,116,90880
11170318,5,86,32,23830,1,32,32,2752
11170613,4,33,32,23831,2,40,29,1056
11170704,4,40,32,23832,2,40,29,1280
11170907,4,66,32,23833,2,40,29,2112
11171015,3,477,128,23834,2,160,116,61056
11171028,4,865,32,23835,2,40,29,27680
11171103,7,100,32,23836,2,40,29,3200
11171424,5,69,32,23837,2,40,29,2208
11171469,2,138,128,23838,2,160,116,17664
11171475,2,190,128,23839,2,160,116,24320
11171778,10704,3939,128,23840,2,160,116,504192
11171790,10701,18919,64,23841,2,80,58,1210816
11171798,10708,18421,32,23842,2,40,29,589472
11172118,10355,134,256,23843,2,320,231,34304
11172374,10124,3697,32,23844,2,40,29,118304
11174088,0,495,64,23845,2,80,58,31680
11174121,0,428,64,23846,2,80,58,27392
11174785,163720,6036,32,23847,2,40,29,193152
11174789,210585,23057,32,23848,2,40,29,737824
11174794,169749,40829,32,23849,2,40,29,1306528
11174961,0,32,64,23850,2,80,58,2048
11175769,0,163,64,23851,2,80,58,10432
11175800,0,131,64,23852,1,64,64,8384
11175965,6580,16,32,23853,2,40,29,512
